# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MIR301B	MIR301B	NR_030622.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR33A	MIR33A	NR_029507.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR3653	MIR3653	NR_037426.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4761	MIR4761	NR_039918.1		0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
MIR5096	MIR5096.4	NR_039973.1.4		0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
MIR649	MIR649	NR_030379.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
MIR6821	MIR6821	NR_106879.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MIR6889	MIR6889	NR_106949.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
MKL1	MKL1	NM_001282660.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MKL1	MKL1	NM_001282661.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MKL1	MKL1	NM_001282662.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MKL1	MKL1	NM_001318139.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MKL1	MKL1	NM_020831.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MLC1	MLC1	NM_015166.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MLC1	MLC1	NM_139202.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MMP11	MMP11	NM_005940.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MMP11	MMP11	NR_133013.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MORC2	MORC2	NM_001303256.2	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
MORC2	MORC2	NM_001303257.2	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
MORC2	MORC2	NM_014941.3	protein_coding	0	2	0	4	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
MOV10L1	MOV10L1	NM_001164104.1	protein_coding	0	8	6	5	0	0	0	0	0	0	0	0	6	6	0	0	0	1	0	0	0	7	0
MOV10L1	MOV10L1	NM_001164105.1	protein_coding	0	9	4	6	0	0	0	0	0	0	0	0	6	4	0	0	0	1	0	0	0	8	1
MOV10L1	MOV10L1	NM_001164106.1	protein_coding	0	0	1	7	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	4
MOV10L1	MOV10L1	NM_018995.2	protein_coding	0	8	6	5	0	0	0	0	0	0	0	0	6	6	0	0	0	1	0	0	0	7	0
MPPED1	MPPED1	NM_001044370.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MTFP1	MTFP1	NM_001003704.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
MTFP1	MTFP1	NM_016498.4	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
MYH9	MYH9	NM_002473.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0
MYO18B	MYO18B	NM_001318245.1	protein_coding	0	5	9	6	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	5	0
MYO18B	MYO18B	NM_032608.6	protein_coding	0	5	9	6	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	5	0
NAGA	NAGA	NM_000262.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCAPH2	NCAPH2	NM_001185011.1	protein_coding	0	1	0	11	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	5
NCAPH2	NCAPH2	NM_014551.4	protein_coding	0	0	0	10	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	5
NCAPH2	NCAPH2	NM_152299.3	protein_coding	0	1	0	11	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	5
NCF4	NCF4	NM_000631.4	protein_coding	11	3	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	3	0
NCF4	NCF4	NM_013416.3	protein_coding	0	2	1	5	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	2	0
NDUFA6-AS1	NDUFA6-AS1	NR_034118.2		0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NEFH	NEFH	NM_021076.3	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
NF2	NF2	NM_000268.3	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NF2	NF2	NM_016418.5	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NF2	NF2	NM_181825.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NF2	NF2	NM_181828.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NF2	NF2	NM_181829.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NF2	NF2	NM_181830.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NF2	NF2	NM_181831.2	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NF2	NF2	NM_181832.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NF2	NF2	NM_181833.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NPTXR	NPTXR	NM_014293.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ODF3B	ODF3B	NM_001014440.3	protein_coding	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OR11H1	OR11H1	NM_001005239.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OSBP2	OSBP2	NM_001282738.1	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_001282739.1	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_001282740.1	protein_coding	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OSBP2	OSBP2	NM_001282741.1	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OSBP2	OSBP2	NM_001282742.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OSBP2	OSBP2	NM_030758.3	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
P2RX6	P2RX6	NM_001159554.1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6	P2RX6	NM_005446.3	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
P2RX6P	P2RX6P	NR_002829.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PACSIN2	PACSIN2	NM_001184970.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_001184971.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PACSIN2	PACSIN2	NM_007229.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PANX2	PANX2	NM_001160300.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PANX2	PANX2	NM_052839.3	protein_coding	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PANX2	PANX2	NR_027691.1		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PARVB	PARVB	NM_001003828.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
PARVB	PARVB	NM_001243385.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
PARVB	PARVB	NM_001243386.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
PARVB	PARVB	NM_013327.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
PARVG	PARVG	NM_001137605.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PARVG	PARVG	NM_022141.6	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PATZ1	PATZ1	NM_014323.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PATZ1	PATZ1	NM_032050.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PATZ1	PATZ1	NM_032052.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFB	PDGFB	NM_002608.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDGFB	PDGFB	NM_033016.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PES1	PES1	NM_001243225.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PES1	PES1	NM_001282327.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PES1	PES1	NM_001282328.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PES1	PES1	NM_014303.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHF5A	PHF5A	NM_032758.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PI4KA	PI4KA	NM_058004.3	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
PICK1	PICK1	NM_001039583.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PICK1	PICK1	NM_001039584.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PICK1	PICK1	NM_012407.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIK3IP1	PIK3IP1	NM_001135911.1	protein_coding	0	0	0	4	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PIK3IP1	PIK3IP1	NM_052880.4	protein_coding	0	0	1	3	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
PIM3	PIM3	NM_001001852.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PIWIL3	PIWIL3	NM_001008496.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NM_001255975.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NR_045648.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PIWIL3	PIWIL3	NR_045649.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLA2G3	PLA2G3	NM_015715.4	protein_coding	0	1	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0
PLA2G6	PLA2G6	NM_001004426.1	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_001199562.1	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PLA2G6	PLA2G6	NM_003560.2	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PLXNB2	PLXNB2	NM_012401.3	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	1
PNPLA3	PNPLA3	NM_025225.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PNPLA5	PNPLA5	NM_001177675.1	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0
PNPLA5	PNPLA5	NM_138814.3	protein_coding	0	1	2	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0
POLDIP3	POLDIP3	NM_001278657.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
POLDIP3	POLDIP3	NM_032311.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
POLDIP3	POLDIP3	NM_178136.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
POLDIP3	POLDIP3	NR_103820.1		0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301129.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301130.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_001301131.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NM_021974.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLR2F	POLR2F	NR_125371.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POTEH	POTEH	NM_001136213.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
POTEH-AS1	POTEH-AS1.2	NR_046571.1.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPARA	PPARA	NM_001001928.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PPARA	PPARA	NM_005036.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PPM1F	PPM1F	NM_014634.3	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
PPP6R2	PPP6R2	NM_001242898.1	protein_coding	0	2	1	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001242899.1	protein_coding	0	2	1	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_001242900.1	protein_coding	0	2	1	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0
PPP6R2	PPP6R2	NM_014678.4	protein_coding	0	2	1	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0
PRAME	PRAME	NM_001291715.1	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRAME	PRAME	NM_001291716.1	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRAME	PRAME	NM_001291717.1	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
PRAME	PRAME	NM_001291719.1	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
PRAME	PRAME	NM_001318126.1	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
PRAME	PRAME	NM_001318127.1	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
PRAME	PRAME	NM_006115.4	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRAME	PRAME	NM_206953.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRAME	PRAME	NM_206954.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRAME	PRAME	NM_206955.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRAME	PRAME	NM_206956.2	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0
PRODH	PRODH	NM_001195226.1	protein_coding	0	0	2	3	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0
PRODH	PRODH	NM_016335.4	protein_coding	0	0	3	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0
PRR5	PRR5	NM_001017528.2	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_001017529.2	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_001017530.1	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_001198721.1	protein_coding	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_015366.3	protein_coding	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
PRR5	PRR5	NM_181333.3	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PRR5-ARHGAP8	PRR5-ARHGAP8	NM_181334.5	protein_coding	0	1	2	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0
PVALB	PVALB	NM_001315532.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PVALB	PVALB	NM_002854.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAB36	RAB36	NM_004914.3	protein_coding	0	0	1	4	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
RAC2	RAC2	NM_002872.4	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RANGAP1	RANGAP1	NM_001278651.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RANGAP1	RANGAP1	NM_001317930.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RANGAP1	RANGAP1	NM_002883.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RASL10A	RASL10A	NM_006477.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBFOX2	RBFOX2	NM_001082578.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RBFOX2	RBFOX2	NM_001082579.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RFPL1	RFPL1	NM_021026.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RFPL1S	RFPL1S	NR_002727.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RFPL3	RFPL3	NM_001098535.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RFPL3	RFPL3	NM_006604.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RGL4	RGL4	NM_001329424.1	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RGL4	RGL4	NM_001329425.1	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RGL4	RGL4	NM_153615.1	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RHBDD3	RHBDD3	NM_001329536.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RHBDD3	RHBDD3	NM_012265.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RHBDD3	RHBDD3	NR_138044.1		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RNF215	RNF215	NM_001017981.1	protein_coding	0	3	1	5	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	3	0
RPL3	RPL3	NM_000967.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL3	RPL3	NM_001033853.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RRP7A	RRP7A	NM_015703.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RSPH14	RSPH14	NM_014433.2	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
RTCB	RTCB	NM_014306.4	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
SAMM50	SAMM50	NM_015380.4	protein_coding	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0
SBF1	SBF1	NM_002972.3	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
SCARF2	SCARF2	NM_153334.6	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
SCARF2	SCARF2	NM_182895.4	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
SCO2	SCO2	NM_001169109.1	protein_coding	0	1	1	5	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	1
SCO2	SCO2	NM_001169110.1	protein_coding	0	1	1	5	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2
SCO2	SCO2	NM_001169111.1	protein_coding	0	1	1	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	3
SCO2	SCO2	NM_005138.2	protein_coding	0	1	1	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	3
SCUBE1	SCUBE1	NM_173050.3	protein_coding	0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0
SEC14L2	SEC14L2	NM_001204204.2	protein_coding	0	0	1	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_001291932.1	protein_coding	0	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SEC14L2	SEC14L2	NM_012429.4	protein_coding	2	0	1	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0
SEC14L2	SEC14L2	NM_033382.2	protein_coding	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
SEC14L3	SEC14L3	NM_001257378.1	protein_coding	0	3	2	3	0	1	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0
SEC14L3	SEC14L3	NM_001257379.1	protein_coding	0	1	2	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0
SEC14L3	SEC14L3	NM_001257382.1	protein_coding	0	1	2	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0
SEC14L3	SEC14L3	NM_174975.4	protein_coding	2	2	2	3	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	2	1	0
SEC14L6	SEC14L6	NM_001193336.2	protein_coding	0	1	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	1	0
SELO	SELO	NM_031454.1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
SEPT3	SEPT3	NM_019106.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SEPT3	SEPT3	NM_145733.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SERHL	SERHL	NR_027786.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SERPIND1	SERPIND1	NM_000185.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEZ6L	SEZ6L	NM_001184773.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_001184774.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SEZ6L	SEZ6L	NM_001184775.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
